"","wordsum","wrkstat","age","pres08","authoritarianism","income","con_govt","conarmy","degree"
"862",5,"WORKING FULL TIME",45,"McCain",2,74998.9439884302,1,"ONLY SOME","<HS"
"863",3,"KEEPING HOUSE",68,"Obama",5,16025.276629813,1,"ONLY SOME","<HS"
"864",NA,"KEEPING HOUSE",45,NA,4,11562.5011089649,4,"ONLY SOME","HS"
"865",6,"WORKING FULL TIME",55,"Obama",4,81762.7651795972,3,"ONLY SOME","Graduate deg"
"866",4,"KEEPING HOUSE",62,"Obama",NA,9093.48076054755,NA,NA,"HS"
"867",8,"WORKING FULL TIME",31,NA,NA,NA,NA,NA,"Bachelor deg"
"868",7,"WORKING FULL TIME",54,"Obama",2,NA,4,"A GREAT DEAL","HS"
"869",8,"WORKING PART TIME",21,NA,NA,19513.1632088173,NA,NA,"HS"
"870",NA,"WORKING FULL TIME",23,NA,6,1821.8565899679,1,"HARDLY ANY","HS"
"871",7,"WORKING PART TIME",34,"Obama",3,174913.404520974,2,"ONLY SOME","Bachelor deg"
"872",5,"TEMP NOT WORKING",45,"Obama",5,11223.0170828303,3,"A GREAT DEAL","HS"
"873",5,"WORKING PART TIME",28,NA,NA,21225.6345318017,NA,NA,"HS"
"874",NA,"WORKING FULL TIME",34,NA,2,23858.9676003426,1,"A GREAT DEAL","Junior Coll"
"875",5,"RETIRED",74,"Obama",NA,9227.38166468562,NA,NA,"HS"
"876",NA,"WORKING PART TIME",25,NA,2,NA,3,"ONLY SOME","HS"
"877",5,"KEEPING HOUSE",39,NA,NA,13120.9802125735,NA,NA,"<HS"
"878",4,"WORKING FULL TIME",38,"Obama",5,36189.2223526088,3,"ONLY SOME","<HS"
"879",NA,"RETIRED",80,"Obama",6,49995.5441332797,4,"A GREAT DEAL","<HS"
"880",5,"UNEMPLOYED, LAID OFF",34,NA,NA,15980.6058425992,NA,NA,"HS"
"881",2,"WORKING FULL TIME",71,"Obama",4,3859.17488655388,4,"A GREAT DEAL","HS"
"882",NA,"WORKING FULL TIME",33,"Obama",NA,NA,NA,NA,"<HS"
"883",NA,"WORKING FULL TIME",32,NA,3,16013.0956056331,3,"ONLY SOME","HS"
"884",NA,"WORKING FULL TIME",37,"McCain",6,54943.1388767639,1,"HARDLY ANY","Bachelor deg"
"885",6,"WORKING FULL TIME",41,NA,4,NA,1,"A GREAT DEAL","HS"
"886",6,"WORKING FULL TIME",32,"McCain",3,16148.1323128998,1,"A GREAT DEAL","HS"
"887",NA,"WORKING FULL TIME",35,"McCain",3,49996.0295875559,4,"A GREAT DEAL","HS"
"888",4,"WORKING FULL TIME",61,NA,NA,NA,NA,NA,"HS"
"889",8,"WORKING FULL TIME",57,"Obama",NA,NA,NA,NA,"Bachelor deg"
"890",NA,"RETIRED",71,"McCain",5,22841.1569993243,2,"A GREAT DEAL","HS"
"891",NA,"WORKING PART TIME",39,NA,0,32346.4598162793,1,"ONLY SOME","Graduate deg"
"892",NA,"WORKING FULL TIME",30,NA,3,8083.33424395559,4,"A GREAT DEAL","HS"
"893",5,"WORKING FULL TIME",42,"McCain",2,174617.050868068,2,"A GREAT DEAL","Bachelor deg"
"894",NA,"WORKING FULL TIME",48,"McCain",3,55425.823991004,3,"A GREAT DEAL","HS"
"895",NA,"WORKING FULL TIME",32,"Obama",2,NA,4,"ONLY SOME","Graduate deg"
"896",5,"WORKING FULL TIME",42,"Obama",NA,174813.515815989,NA,NA,"Graduate deg"
"897",5,"KEEPING HOUSE",37,NA,NA,49999.8282687409,2,"ONLY SOME","HS"
"898",4,"KEEPING HOUSE",29,"McCain",NA,27929.6027405729,NA,NA,"HS"
"899",6,"KEEPING HOUSE",74,NA,NA,NA,NA,NA,"HS"
"900",9,"WORKING FULL TIME",47,"McCain",0,82780.7183624412,1,"A GREAT DEAL","HS"
"901",8,"WORKING FULL TIME",41,"McCain",NA,74999.9642414396,NA,NA,"Bachelor deg"
"902",5,"RETIRED",71,NA,NA,55888.1362721802,NA,NA,"HS"
"903",5,"WORKING FULL TIME",31,"Obama",NA,54520.993585181,NA,NA,"HS"
"904",NA,"WORKING FULL TIME",33,"Obama",2,37148.5168204621,4,"A GREAT DEAL","Junior Coll"
"905",7,"WORKING PART TIME",32,"Obama",1,16170.5011969327,2,"ONLY SOME","HS"
"906",5,"WORKING FULL TIME",48,"McCain",NA,82819.1430868831,NA,NA,"HS"
"907",NA,"TEMP NOT WORKING",50,"Obama",0,53085.5926837437,3,"ONLY SOME","Graduate deg"
"908",5,"WORKING FULL TIME",40,NA,NA,6288.00813630917,NA,NA,"HS"
"909",5,"KEEPING HOUSE",27,NA,4,NA,1,"A GREAT DEAL","HS"
"910",NA,"WORKING FULL TIME",35,"Obama",1,38010.5686555357,3,"A GREAT DEAL","HS"
"911",6,"KEEPING HOUSE",40,NA,NA,49998.8801099185,NA,NA,"<HS"
"912",4,"WORKING FULL TIME",33,"Obama",4,18225.4966752983,4,"A GREAT DEAL","HS"
"913",NA,"WORKING FULL TIME",49,"Obama",3,49999.324005337,2,"ONLY SOME","Junior Coll"
"914",5,"WORKING FULL TIME",30,NA,1,27535.3157299831,2,"ONLY SOME","HS"
"915",NA,"WORKING PART TIME",22,"Obama",0,14232.8319879245,4,"A GREAT DEAL","Bachelor deg"
"916",6,"SCHOOL",21,NA,1,3362.18297924309,4,"A GREAT DEAL","HS"
"917",5,"WORKING PART TIME",21,NA,NA,2525.85995227249,NA,NA,"HS"
"918",6,"SCHOOL",23,"Obama",3,174671.916386733,2,"ONLY SOME","HS"
"919",5,"RETIRED",67,"McCain",5,49984.9014656761,1,"A GREAT DEAL","HS"
"920",8,"KEEPING HOUSE",34,NA,NA,18319.8462879447,NA,NA,"Junior Coll"
"921",5,"WORKING FULL TIME",18,NA,5,NA,3,"A GREAT DEAL","HS"
"922",5,"RETIRED",76,NA,NA,14798.3812955749,NA,NA,"HS"
"923",4,"WORKING FULL TIME",28,NA,3,26168.1999290658,1,"ONLY SOME","HS"
"924",7,"RETIRED",84,"Obama",NA,33725.1469009991,NA,NA,"HS"
"925",6,"TEMP NOT WORKING",31,NA,NA,54508.5455193878,NA,NA,"HS"
"926",NA,"WORKING FULL TIME",25,"Obama",1,18238.9072822466,2,"A GREAT DEAL","HS"
"927",NA,"WORKING PART TIME",38,NA,0,19248.172994275,3,"ONLY SOME","HS"
"928",7,"WORKING PART TIME",37,NA,3,13942.615098498,3,"A GREAT DEAL","HS"
"929",NA,"RETIRED",66,NA,5,32665.1271045928,1,"A GREAT DEAL","HS"
"930",6,"WORKING PART TIME",72,"McCain",NA,24389.9074658352,NA,NA,"HS"
"931",6,"WORKING FULL TIME",24,"Obama",2,82785.2174946071,3,"ONLY SOME","HS"
"932",6,"WORKING FULL TIME",49,"McCain",NA,74993.3386024246,NA,NA,"HS"
"933",2,"WORKING FULL TIME",42,NA,6,39034.4010258012,4,"A GREAT DEAL","HS"
"934",NA,"WORKING FULL TIME",48,NA,1,NA,2,"A GREAT DEAL","<HS"
"935",3,"WORKING FULL TIME",39,NA,NA,49999.319837119,NA,NA,"HS"
"936",4,"WORKING PART TIME",59,"Obama",1,NA,2,"ONLY SOME","HS"
"937",7,"RETIRED",63,"McCain",NA,9380.84031647426,NA,NA,"Junior Coll"
"938",9,"WORKING FULL TIME",61,NA,NA,32611.4602920856,NA,NA,"HS"
"939",6,"KEEPING HOUSE",48,"Obama",NA,82179.9436503496,NA,NA,"HS"
"940",5,"WORKING FULL TIME",39,"McCain",2,82890.6813762571,4,"A GREAT DEAL","HS"
"941",NA,"WORKING FULL TIME",32,"Obama",0,74999.4057854568,1,"ONLY SOME","Bachelor deg"
"942",NA,"WORKING FULL TIME",32,"McCain",1,140694.689342158,4,"A GREAT DEAL","HS"
"943",8,"WORKING PART TIME",27,"Obama",4,83935.7645010003,1,"HARDLY ANY","HS"
"944",6,"WORKING FULL TIME",53,"Obama",NA,20836.0533231046,NA,NA,"HS"
"945",8,"RETIRED",88,"McCain",1,NA,3,"ONLY SOME","HS"
"946",NA,"WORKING PART TIME",86,"Obama",1,49996.3788287623,1,"A GREAT DEAL","Bachelor deg"
"947",8,"WORKING FULL TIME",44,"Obama",NA,173386.138129503,NA,NA,"Bachelor deg"
"948",NA,"WORKING FULL TIME",37,"McCain",2,49997.1869000309,3,"A GREAT DEAL","HS"
"949",6,"RETIRED",70,"McCain",NA,27865.0059920683,NA,NA,"HS"
"950",5,"UNEMPLOYED, LAID OFF",31,NA,NA,74997.6233283015,NA,NA,"HS"
"951",NA,"UNEMPLOYED, LAID OFF",57,NA,1,NA,1,"A GREAT DEAL","HS"
"952",6,"WORKING FULL TIME",63,"Obama",NA,55585.0182744632,NA,NA,"HS"
"953",NA,"KEEPING HOUSE",47,"Obama",2,83359.1005224382,4,"ONLY SOME","Graduate deg"
"954",6,"WORKING FULL TIME",41,"McCain",4,82920.5930439308,2,"ONLY SOME","Graduate deg"
"955",6,"KEEPING HOUSE",41,"Obama",NA,174094.161192211,NA,NA,"Graduate deg"
"956",NA,"WORKING PART TIME",42,NA,1,NA,3,"A GREAT DEAL","HS"
"957",6,"WORKING FULL TIME",31,"McCain",2,49998.853389686,1,"ONLY SOME","HS"
"958",NA,"RETIRED",65,"McCain",1,74999.8517318176,3,"A GREAT DEAL","HS"
"959",8,"RETIRED",79,"Obama",1,26195.5667627756,2,"ONLY SOME","Bachelor deg"
"960",7,"RETIRED",65,"Obama",NA,28788.1112196803,NA,NA,"Junior Coll"
"961",8,"WORKING FULL TIME",38,NA,0,175830.177101599,1,"ONLY SOME","Bachelor deg"
"962",NA,"WORKING PART TIME",65,"McCain",0,NA,2,"ONLY SOME","Junior Coll"
"963",6,"WORKING PART TIME",19,NA,NA,NA,NA,NA,"HS"
"964",NA,"WORKING FULL TIME",58,"McCain",1,175324.067907081,3,"A GREAT DEAL","Graduate deg"
"965",9,"WORKING FULL TIME",31,"McCain",NA,118255.490691523,NA,NA,"Bachelor deg"
"966",9,"WORKING PART TIME",36,NA,NA,NA,NA,NA,"HS"
"967",NA,"KEEPING HOUSE",29,"Obama",5,NA,3,"A GREAT DEAL","Bachelor deg"
"968",4,"WORKING FULL TIME",37,NA,NA,NA,NA,NA,"Bachelor deg"
"969",NA,"WORKING FULL TIME",42,"Obama",1,120041.04946405,4,"A GREAT DEAL","Junior Coll"
"970",NA,"SCHOOL",26,NA,0,16405.0350038695,1,"HARDLY ANY","HS"
"971",5,"WORKING FULL TIME",24,"Obama",5,22185.0440264439,2,"ONLY SOME","HS"
"972",3,"RETIRED",75,"Obama",3,49996.9851944457,1,"A GREAT DEAL","HS"
"973",8,"WORKING FULL TIME",40,"Obama",NA,49993.4584473589,NA,NA,"Graduate deg"
"974",8,"WORKING FULL TIME",30,NA,2,21223.0562215766,2,"HARDLY ANY","HS"
"975",8,"WORKING FULL TIME",65,"McCain",1,119181.72326771,1,"A GREAT DEAL","Bachelor deg"
"976",7,"WORKING PART TIME",56,"McCain",NA,175594.024101941,NA,NA,"Graduate deg"
"977",6,"WORKING FULL TIME",40,"Obama",1,175210.389115353,3,"ONLY SOME","Bachelor deg"
"978",NA,"WORKING PART TIME",38,"McCain",3,82041.3801935241,1,"A GREAT DEAL","HS"
"979",9,"RETIRED",69,"McCain",0,34028.8360126744,1,"A GREAT DEAL","Bachelor deg"
"980",NA,"RETIRED",64,"McCain",3,32567.1458187818,1,"A GREAT DEAL","Bachelor deg"
"981",5,"WORKING FULL TIME",29,"Obama",2,53382.8015839221,1,"ONLY SOME","HS"
"982",NA,"WORKING FULL TIME",49,NA,3,49994.5795252876,3,"ONLY SOME","HS"
"983",6,"WORKING FULL TIME",32,"McCain",NA,74992.0454675646,NA,NA,"HS"
"984",NA,"WORKING FULL TIME",55,"McCain",1,82364.9522247197,4,"A GREAT DEAL","HS"
"985",7,"WORKING FULL TIME",55,"McCain",4,74999.2665495739,1,"HARDLY ANY","HS"
"986",NA,"RETIRED",83,"Obama",5,32722.6591666428,3,"A GREAT DEAL","HS"
"987",5,"WORKING FULL TIME",35,"McCain",2,49992.1806265418,2,"A GREAT DEAL","Graduate deg"
"988",6,"WORKING FULL TIME",42,NA,5,18813.4490121903,1,"ONLY SOME","<HS"
"989",NA,"KEEPING HOUSE",39,"McCain",1,84282.8948190112,1,"A GREAT DEAL","HS"
"990",7,"SCHOOL",23,NA,NA,27288.728946844,NA,NA,"HS"
"991",4,"KEEPING HOUSE",49,NA,3,32395.9013371435,2,"ONLY SOME","<HS"
"992",NA,"WORKING FULL TIME",58,"Obama",2,32258.7866554639,1,"A GREAT DEAL","HS"
"993",7,"WORKING FULL TIME",50,"McCain",NA,82042.1454226317,NA,NA,"HS"
"994",7,"WORKING FULL TIME",45,NA,0,16302.8013614647,1,"HARDLY ANY","Bachelor deg"
"995",NA,"RETIRED",77,NA,4,14121.3963700399,1,"A GREAT DEAL","<HS"
"996",NA,"WORKING FULL TIME",34,"McCain",1,20980.7531153695,3,"A GREAT DEAL","Graduate deg"
"997",7,"KEEPING HOUSE",32,"McCain",NA,83082.1425880854,NA,NA,"HS"
"998",NA,"WORKING FULL TIME",61,"McCain",0,NA,4,"A GREAT DEAL","HS"
"999",9,"RETIRED",69,"Obama",NA,139355.544322721,NA,NA,"Bachelor deg"
"1000",NA,"WORKING FULL TIME",56,"Obama",2,82832.286651891,1,"ONLY SOME","Junior Coll"
"1001",6,"WORKING FULL TIME",43,"Obama",0,54215.6259213113,3,"A GREAT DEAL","HS"
"1002",0,"SCHOOL",20,NA,NA,NA,NA,NA,"<HS"
"1003",NA,"WORKING PART TIME",30,NA,0,NA,3,"ONLY SOME","<HS"
"1004",6,"WORKING FULL TIME",57,"Obama",4,81086.3240446183,2,"ONLY SOME","HS"
"1005",NA,"SCHOOL",24,NA,1,NA,3,"A GREAT DEAL","Bachelor deg"
"1006",8,"WORKING FULL TIME",57,NA,NA,49997.8863008019,NA,NA,"HS"
"1007",7,"WORKING PART TIME",22,NA,1,49999.7695207235,4,"A GREAT DEAL","HS"
"1008",7,"WORKING PART TIME",23,NA,NA,10903.8253830578,NA,NA,"HS"
"1009",4,"TEMP NOT WORKING",50,NA,6,6758.45649579648,4,"A GREAT DEAL","HS"
"1010",NA,"WORKING PART TIME",71,"Obama",5,13796.9377519355,2,"ONLY SOME","HS"
"1011",2,"WORKING FULL TIME",25,NA,3,49999.6177378755,2,"ONLY SOME","Bachelor deg"
"1012",NA,"WORKING FULL TIME",43,NA,NA,NA,3,"A GREAT DEAL","HS"
"1013",0,"RETIRED",84,"Obama",NA,11162.6036264845,NA,NA,"<HS"
"1014",6,"RETIRED",55,NA,3,18475.2254704599,3,"A GREAT DEAL","HS"
"1015",NA,"WORKING FULL TIME",29,NA,2,49996.9054539718,3,"A GREAT DEAL","Bachelor deg"
"1016",3,"WORKING FULL TIME",21,NA,NA,NA,NA,NA,"HS"
"1017",6,"WORKING FULL TIME",34,"Obama",NA,NA,NA,NA,"Graduate deg"
"1018",8,"WORKING FULL TIME",34,"Obama",3,32690.1891002368,2,"ONLY SOME","Bachelor deg"
"1019",8,"RETIRED",83,"Obama",NA,9105.5111155694,NA,NA,"<HS"
"1020",NA,"RETIRED",77,"Obama",3,NA,NA,NA,"<HS"
"1021",8,"WORKING FULL TIME",28,"Obama",NA,15783.2109309286,NA,NA,"Bachelor deg"
"1022",7,"KEEPING HOUSE",78,"McCain",4,16905.1193494041,3,"ONLY SOME","HS"
"1023",6,"RETIRED",61,"Obama",1,74999.153307548,2,"HARDLY ANY","HS"
"1024",NA,"WORKING FULL TIME",62,"Obama",0,120859.60512523,4,"A GREAT DEAL","Graduate deg"
"1025",NA,"WORKING FULL TIME",40,NA,1,NA,1,"ONLY SOME","<HS"
"1026",7,"WORKING FULL TIME",27,"Obama",NA,74999.7748445005,NA,NA,"HS"
"1027",7,"WORKING FULL TIME",59,"Obama",NA,NA,NA,NA,"Bachelor deg"
"1028",9,"WORKING FULL TIME",22,"McCain",3,6687.92253401046,2,"ONLY SOME","Bachelor deg"
"1029",7,"KEEPING HOUSE",60,NA,NA,8660.85341092034,NA,NA,"Bachelor deg"
"1030",NA,"KEEPING HOUSE",61,"Obama",0,7477.16805616916,1,"ONLY SOME","Bachelor deg"
"1031",6,"TEMP NOT WORKING",31,NA,NA,NA,NA,NA,"Bachelor deg"
"1032",NA,"WORKING FULL TIME",38,NA,0,NA,1,"ONLY SOME","Graduate deg"
"1033",9,"WORKING FULL TIME",26,"McCain",3,74999.8077441484,2,"ONLY SOME","Bachelor deg"
"1034",7,"WORKING FULL TIME",25,"Obama",4,13687.862399491,1,"ONLY SOME","HS"
"1035",NA,"KEEPING HOUSE",78,NA,3,8831.45047041881,NA,"ONLY SOME","<HS"
"1036",NA,"WORKING FULL TIME",39,NA,1,119777.775635544,2,"HARDLY ANY","Graduate deg"
"1037",9,"WORKING FULL TIME",40,"Obama",0,36002.4318876749,4,"A GREAT DEAL","Bachelor deg"
"1038",6,"WORKING FULL TIME",52,NA,NA,NA,NA,NA,"HS"
"1039",NA,"RETIRED",70,"Obama",0,54115.346946901,2,"A GREAT DEAL","Graduate deg"
"1040",9,"TEMP NOT WORKING",36,"Obama",1,176036.894313467,2,"ONLY SOME","Bachelor deg"
"1041",NA,"WORKING FULL TIME",41,"Obama",1,NA,3,"ONLY SOME","Bachelor deg"
"1042",9,"RETIRED",58,"Obama",1,55542.2639707086,4,"A GREAT DEAL","Bachelor deg"
"1043",5,"TEMP NOT WORKING",29,NA,NA,54707.0105498711,NA,NA,"<HS"
"1044",6,"SCHOOL",34,NA,0,33192.0395123291,1,"HARDLY ANY","Junior Coll"
"1045",NA,"RETIRED",84,"Obama",3,NA,2,"A GREAT DEAL","<HS"
"1046",2,"TEMP NOT WORKING",54,NA,3,27606.7828611719,4,"A GREAT DEAL","<HS"
"1047",10,"WORKING PART TIME",33,"Obama",NA,3678.06254384776,NA,NA,"Junior Coll"
"1048",6,"WORKING FULL TIME",26,"Obama",1,49999.7125939,4,"A GREAT DEAL","HS"
"1049",NA,"RETIRED",47,"Obama",5,7256.78342019575,4,"A GREAT DEAL","<HS"
"1050",5,"KEEPING HOUSE",59,NA,NA,3333.70480049276,NA,NA,"HS"
"1051",NA,"WORKING FULL TIME",46,"Obama",4,82699.4950169681,2,"ONLY SOME","HS"
"1052",NA,"RETIRED",88,"Obama",NA,13874.3263883967,NA,NA,"<HS"
"1053",4,"KEEPING HOUSE",46,NA,NA,8987.54454645102,NA,NA,"HS"
"1054",6,"SCHOOL",23,"Obama",NA,74999.7858044649,NA,NA,"HS"
"1055",8,"WORKING PART TIME",24,"Obama",1,79846.7412292481,3,"ONLY SOME","Bachelor deg"
"1056",NA,"RETIRED",63,"McCain",1,21829.6422286462,1,"HARDLY ANY","HS"
"1057",9,"WORKING FULL TIME",67,"McCain",NA,49998.9939840336,NA,NA,"Bachelor deg"
"1058",NA,"WORKING FULL TIME",28,"McCain",3,55052.4074936042,3,"A GREAT DEAL","Graduate deg"
"1059",9,"WORKING PART TIME",30,"Obama",NA,33755.2147085245,NA,NA,"Junior Coll"
"1060",6,"WORKING PART TIME",19,NA,1,NA,4,"ONLY SOME","<HS"
"1061",NA,"WORKING FULL TIME",42,NA,NA,26534.5379032182,NA,NA,"HS"
"1062",6,"WORKING FULL TIME",57,NA,NA,176142.93987668,NA,NA,"HS"
"1063",10,"RETIRED",64,"Obama",2,NA,1,"ONLY SOME","Graduate deg"
"1064",6,"WORKING PART TIME",63,"McCain",NA,NA,NA,NA,"Junior Coll"
"1065",6,"WORKING PART TIME",22,"McCain",2,49998.78550675,NA,"A GREAT DEAL","HS"
"1066",5,"WORKING FULL TIME",28,NA,NA,82228.8609665099,NA,NA,"HS"
"1067",4,"WORKING FULL TIME",28,NA,5,82668.0529857135,2,"HARDLY ANY","<HS"
"1068",NA,"UNEMPLOYED, LAID OFF",51,"Obama",5,27406.6841065132,3,"ONLY SOME","HS"
"1069",5,"WORKING FULL TIME",37,"Obama",NA,49997.3068151904,NA,NA,"Junior Coll"
"1070",4,"WORKING FULL TIME",37,"Obama",4,49998.4586315043,2,"ONLY SOME","Junior Coll"
"1071",4,"TEMP NOT WORKING",28,"Obama",NA,23662.0702798774,NA,NA,"HS"
"1072",NA,"KEEPING HOUSE",60,"Obama",4,10636.0708385761,2,"A GREAT DEAL","HS"
"1073",6,"UNEMPLOYED, LAID OFF",31,NA,5,2807.63982763429,2,"A GREAT DEAL","HS"
"1074",NA,"RETIRED",57,"Obama",4,16393.3335454283,3,"ONLY SOME","HS"
"1075",NA,"KEEPING HOUSE",NA,NA,NA,NA,NA,NA,"HS"
"1076",NA,"WORKING FULL TIME",30,"Obama",2,49999.2339605863,4,"ONLY SOME","Graduate deg"
"1077",10,"WORKING FULL TIME",51,"McCain",NA,NA,NA,NA,"Bachelor deg"
"1078",NA,"WORKING FULL TIME",31,"McCain",4,82977.3408139589,4,"A GREAT DEAL","Graduate deg"
"1079",10,"KEEPING HOUSE",56,"Obama",NA,83165.8199127863,NA,NA,"HS"
"1080",NA,"WORKING FULL TIME",49,"McCain",2,74999.4085117049,1,"A GREAT DEAL","Junior Coll"
"1081",4,"WORKING PART TIME",19,NA,2,NA,3,"A GREAT DEAL","HS"
"1082",NA,"WORKING FULL TIME",48,NA,5,82528.7474957746,2,"ONLY SOME","HS"
"1083",6,"TEMP NOT WORKING",33,"Obama",1,74997.3054018742,1,"HARDLY ANY","Bachelor deg"
"1084",NA,"WORKING FULL TIME",46,"McCain",4,74999.5810176688,NA,NA,"HS"
"1085",8,"WORKING FULL TIME",31,NA,4,80374.8957983886,3,"A GREAT DEAL","HS"
"1086",NA,"WORKING PART TIME",35,"McCain",1,54832.9483373369,1,"ONLY SOME","HS"
"1087",5,"WORKING PART TIME",42,NA,NA,74999.8648829068,NA,NA,"HS"
"1088",NA,"WORKING FULL TIME",30,NA,4,NA,4,"ONLY SOME","HS"
"1089",5,"UNEMPLOYED, LAID OFF",38,NA,NA,5450.59347319249,NA,NA,"<HS"
"1090",NA,"WORKING FULL TIME",52,"McCain",5,37368.4689682365,4,"A GREAT DEAL","Junior Coll"
"1091",4,NA,49,"Obama",NA,19481.0798010856,NA,NA,"HS"
"1092",6,"KEEPING HOUSE",62,NA,2,49997.5954942895,1,"ONLY SOME","HS"
"1093",NA,NA,54,"McCain",2,32001.2123150529,1,"ONLY SOME","HS"
"1094",5,"WORKING PART TIME",38,NA,NA,NA,NA,NA,"<HS"
"1095",5,"UNEMPLOYED, LAID OFF",30,"Obama",2,49999.0008292894,4,"A GREAT DEAL","Bachelor deg"
"1096",5,"WORKING FULL TIME",53,NA,NA,74998.3983309831,NA,NA,"<HS"
"1097",7,"WORKING PART TIME",40,NA,NA,173984.634876873,NA,NA,"Bachelor deg"
"1098",7,"RETIRED",67,"Obama",1,174655.615610831,2,"ONLY SOME","Graduate deg"
"1099",5,"RETIRED",78,"McCain",NA,74999.7239848818,NA,NA,"Graduate deg"
"1100",7,"RETIRED",66,"Obama",1,83099.9570619815,2,"ONLY SOME","HS"
"1101",NA,"WORKING FULL TIME",57,NA,1,16442.1486412318,1,"A GREAT DEAL","HS"
"1102",4,"WORKING FULL TIME",42,"McCain",4,74998.7305874911,3,"A GREAT DEAL","<HS"
"1103",NA,"WORKING FULL TIME",32,"Obama",1,55915.3682809793,3,"A GREAT DEAL","Bachelor deg"
"1104",7,"WORKING PART TIME",20,NA,NA,28252.8559951991,NA,NA,"HS"
"1105",3,"WORKING FULL TIME",61,"McCain",3,38189.2936448338,3,"A GREAT DEAL","HS"
"1106",NA,"KEEPING HOUSE",55,NA,0,2264.94435621744,4,"A GREAT DEAL","HS"
"1107",2,"WORKING PART TIME",23,NA,NA,7561.56680714198,NA,NA,"<HS"
"1108",6,NA,33,NA,3,NA,3,"A GREAT DEAL","<HS"
"1109",3,NA,62,NA,NA,NA,NA,NA,"<HS"
"1110",8,NA,59,"Obama",3,24378.2642143324,4,"A GREAT DEAL","HS"
"1111",10,"RETIRED",62,NA,NA,55720.2861993442,NA,NA,"Bachelor deg"
"1112",7,"WORKING PART TIME",65,"McCain",3,81755.5116803676,1,"A GREAT DEAL","HS"
"1113",NA,"WORKING FULL TIME",30,"McCain",3,33066.6407380866,1,"A GREAT DEAL","Bachelor deg"
"1114",7,"WORKING PART TIME",32,NA,NA,37064.7975032326,NA,NA,"Junior Coll"
"1115",7,"KEEPING HOUSE",40,"Obama",2,81475.133537484,3,"A GREAT DEAL","HS"
"1116",6,"WORKING PART TIME",25,NA,6,8977.95083475575,3,"ONLY SOME","Bachelor deg"
"1117",9,"WORKING FULL TIME",53,"Obama",NA,NA,NA,NA,"Graduate deg"
"1118",9,"RETIRED",72,"Obama",NA,18767.8889413439,NA,NA,"HS"
"1119",NA,"WORKING FULL TIME",26,"McCain",1,174641.321495759,3,"A GREAT DEAL","Bachelor deg"
"1120",7,"WORKING FULL TIME",33,"Obama",5,49998.6546744564,3,"A GREAT DEAL","Junior Coll"
"1121",3,"WORKING FULL TIME",65,NA,1,NA,NA,"A GREAT DEAL","HS"
"1122",NA,"KEEPING HOUSE",40,NA,3,6625.52466494758,1,"A GREAT DEAL","HS"
"1123",6,"SCHOOL",32,NA,3,80945.3910983357,3,"HARDLY ANY","Graduate deg"
"1124",9,NA,52,"Obama",1,10666.0662572175,2,"A GREAT DEAL","HS"
"1125",NA,"WORKING FULL TIME",50,"McCain",6,49994.4041657311,2,"A GREAT DEAL","HS"
"1126",4,"KEEPING HOUSE",70,NA,3,NA,1,"HARDLY ANY","<HS"
"1127",6,"RETIRED",73,"McCain",NA,NA,NA,NA,"Junior Coll"
"1128",NA,"WORKING FULL TIME",53,"McCain",3,74999.6969133794,2,"A GREAT DEAL","Bachelor deg"
"1129",5,"KEEPING HOUSE",72,NA,2,11012.2612111481,1,"A GREAT DEAL","Junior Coll"
"1130",NA,"WORKING FULL TIME",66,"McCain",1,NA,1,"A GREAT DEAL","Junior Coll"
"1131",5,"RETIRED",89,NA,2,NA,3,"A GREAT DEAL","Graduate deg"
"1132",NA,"RETIRED",63,"Obama",5,15683.7143404147,1,"ONLY SOME","HS"
"1133",6,"WORKING FULL TIME",26,"McCain",0,84365.3741776174,3,"A GREAT DEAL","Bachelor deg"
"1134",NA,"WORKING PART TIME",43,NA,4,7251.54890592135,NA,NA,"<HS"
"1135",5,"WORKING FULL TIME",56,"Obama",1,49995.8577046499,1,"A GREAT DEAL","HS"
"1136",NA,"RETIRED",69,"Obama",1,NA,3,"ONLY SOME","Junior Coll"
"1137",NA,"WORKING FULL TIME",27,"Obama",5,74999.8689601884,1,"ONLY SOME","Junior Coll"
"1138",NA,"KEEPING HOUSE",43,"Obama",5,175822.033280122,3,"A GREAT DEAL","Bachelor deg"
"1139",6,"RETIRED",82,NA,4,7680.3068611044,3,"ONLY SOME","<HS"
"1140",NA,"WORKING FULL TIME",53,"Obama",3,54892.4078364105,3,"ONLY SOME","HS"
"1141",7,"WORKING FULL TIME",39,"Obama",NA,54452.3512390452,NA,NA,"Junior Coll"
"1142",9,"WORKING FULL TIME",51,"McCain",1,74999.2319488424,2,"A GREAT DEAL","Bachelor deg"
"1143",5,NA,63,"McCain",2,20701.1577167293,1,"A GREAT DEAL","<HS"
"1144",8,"WORKING FULL TIME",43,"McCain",3,NA,3,"ONLY SOME","Bachelor deg"
"1145",5,"WORKING FULL TIME",38,"Obama",NA,27927.1549295666,NA,NA,"HS"
"1146",NA,"KEEPING HOUSE",41,NA,4,361.979323732613,NA,"A GREAT DEAL","<HS"
"1147",2,"RETIRED",68,"Obama",NA,6678.19348749166,NA,NA,"Bachelor deg"
"1148",7,"WORKING FULL TIME",23,"McCain",3,27147.4141703114,3,"A GREAT DEAL","HS"
"1149",4,"RETIRED",77,"Obama",NA,49997.6580366309,NA,NA,"HS"
